,CS-013,9x2589,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-014,9x2595,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-015,9x2595,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-016,9X2597,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-017,9X2529,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-018,2Y5076,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-019,165840,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-020,254957,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-021,320046,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-022,299015,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-023,5033518,sewing machine ,ASP,Juki,JH - 1041-H,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-024,165839,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-025,953477,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-026,943411,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-027,375442,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-028,963570,sewing machine ,ASP,Mitsubishi,Lu2-410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,,,active,คัน,,,
,CS-029,254947,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
,CS-030,254947,sewing machine ,ASP,Mitsubishi,Lu2-4410-BIT,,,1,เย็บเบาะรถยนต์,,,,,,,12/12/2554,19/12/2554,active,คัน,,,
